district;neighborhood;condition;type;rooms;area_m2;floor;prices;lift;views
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;7;250; floor 3;1000000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;5;220; floor 5;620000;Yes;exterior
Nou Barris;la Prosperitat;needs refurb;Flat;1;74;ground floor;87000;No;exterior
Sant Andreu;la Sagrera;needs refurb;Flat;1;74; floor 1;156000;Yes;interior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;4;120; floor 3;391000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Penthouse;4;77; floor 3;285000;No;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;110; floor 3;495000;Yes;exterior
Sant Andreu;Sant Andreu;needs refurb;Flat;3;69; floor 3;186000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;4;66; floor 1;229000;No;exterior
Eixample;la Sagrada Família;needs refurb;Flat;3;46; floor 4;185000;No;interior
Nou Barris;Can Peguera;needs refurb;Flat;3;54; floor 4;125000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Penthouse;4;130; floor 6;699000;Yes;exterior
Sant Andreu;el Congrés i els Indians;needs refurb;Flat;3;104; floor 1;295000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;87; floor 1;570000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;212; floor 2;850000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;5;154; floor 1;460000;No;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;2;80;ground floor;325000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;5;250;mezzanine;790000;Yes;interior
Eixample;la Sagrada Família;needs refurb;Penthouse;2;35; floor 5;190000;Yes;exterior
Sant Martí;Provençals del Poblenou;needs refurb;Flat;3;90; floor 1;250000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;142; floor 4;750000;Yes;exterior
Horta-Guinardó;el Carmel;needs refurb;Flat;3;67; floor 3;155000;Yes;interior
Les Corts;les Corts;needs refurb;Flat;4;146; floor 1;520000;Yes;interior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;337; floor 2;1060000;Yes;exterior
Horta-Guinardó;el Carmel;needs refurb;Flat;3;55;ground floor;149000;No;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Terraced;1;154;Multiple;390000;No;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;141; floor 7;670000;Yes;exterior
Sant Andreu;el Bon Pastor;needs refurb;House;7;200;Multiple;279900;No;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;132; floor 3;598000;Yes;exterior
Les Corts;la Maternitat i Sant Ramon;needs refurb;Flat;4;73; floor 9;350000;Yes;exterior
Sants-Montjuïc;Hostafrancs;needs refurb;Flat;1;20; floor 1;90000;No;interior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;85; floor 2;480000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;1;54; floor 3;142500;No;exterior
Ciutat Vella;el Raval;needs refurb;Penthouse;2;70; floor 5;280000;Yes;interior
Ciutat Vella;el Raval;needs refurb;Penthouse;1;61; floor 5;250000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;76; floor 1;570000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;4;178; floor 6;1150000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;4;89; floor 1;350000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;4;124; floor 1;390000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;5;185; floor 5;1390000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;67; floor 3;205000;Yes;exterior
Horta-Guinardó;Sant Genís dels Agudells;needs refurb;Flat;4;123; floor 1;270000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;210; floor 3;1195000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;5;136; floor 6;470000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Penthouse;3;110; floor 8;469000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;40; floor 1;96000;No;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;50; floor 5;200000;Yes;exterior
Les Corts;les Corts;needs refurb;Flat;8;447; floor 3;2100000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;69; floor 1;299000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Penthouse;4;91; floor 4;520000;Yes;exterior
Sant Andreu;Navas;needs refurb;Flat;3;74; floor 6;279000;Yes;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;4;94; floor 1;325000;No;exterior
Eixample;la Sagrada Família;needs refurb;Penthouse;3;85; floor 7;470000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;157; floor 1;505000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;3;79; floor 3;330000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;3;65; floor 6;300000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;133; floor 4;900000;Yes;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;4;94; floor 2;325000;No;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;3;121; floor 1;365000;Yes;exterior
Les Corts;les Corts;needs refurb;Flat;6;300; floor 1;1500000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;216; floor 1;899000;Yes;exterior
Sant Andreu;Sant Andreu;needs refurb;Flat;3;64; floor 7;199900;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;112; floor 5;390000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;7;155; floor 4;550000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;4;70; floor 6;255000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Penthouse;3;74; floor 9;435000;Yes;interior
Sants-Montjuïc;Sants;needs refurb;Flat;4;86; floor 3;300000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;168;ground floor;750000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;224; floor 3;798000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;3;106; floor 4;520000;Yes;exterior
Sant Martí;Provençals del Poblenou;needs refurb;Flat;4;110; floor 5;235000;Yes;exterior
Sant Andreu;el Bon Pastor;needs refurb;Flat;3;74;mezzanine;161500;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;6;285; floor 2;1780000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;130; floor 1;580000;Yes;exterior
Sant Martí;el Parc i la Llacuna del Poblenou;needs refurb;Flat;4;74; floor 4;241000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;98; floor 4;365000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;117;mezzanine;499000;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;92; floor 4;285000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Duplex;2;105;ground floor;400000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Penthouse;3;70; floor 8;340000;Yes;interior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;67; floor 6;199000;Yes;interior
Les Corts;la Maternitat i Sant Ramon;needs refurb;Flat;3;80; floor 5;240000;Yes;exterior
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;needs refurb;Flat;3;90; floor 4;315000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Penthouse;3;73; floor 9;435000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;6;181; floor 4;928800;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Penthouse;5;250; floor 8;1150000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;79; floor 3;450000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;2;77; floor 1;450000;Yes;interior
Les Corts;Pedralbes;needs refurb;Penthouse;3;73; floor 8;430000;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;4;83; floor 1;270000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;79; floor 1;440000;Yes;interior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;196; floor 1;595000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Penthouse;2;88; floor 3;240000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;3;82; floor 3;248000;No;exterior
Eixample;Sant Antoni;needs refurb;Flat;4;98; floor 1;340000;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;68; floor 3;152000;No;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Duplex;2;50; floor 2;260000;No;exterior
Nou Barris;Porta;needs refurb;Penthouse;3;65; floor 4;189000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;66; floor 6;214900;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;134; floor 5;490000;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;68; floor 1;179000;Yes;exterior
Sants-Montjuïc;la Marina de Port;needs refurb;Flat;3;75; floor 5;195000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;4;118; floor 3;560000;Yes;exterior
Sant Martí;la Verneda i la Pau;needs refurb;Flat;4;75; floor 1;183000;Yes;exterior
Sant Andreu;la Sagrera;needs refurb;Flat;4;89; floor 2;260000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Duplex;4;350;ground floor;390000;No;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;240; floor 1;1190000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Penthouse;3;84; floor 5;399000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;5;148; floor 5;590000;Yes;exterior
Sant Martí;Sant Martí de Provençals;needs refurb;Flat;4;93; floor 8;278000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;5;188; floor 1;580000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;70; floor 3;230000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;3;78; floor 2;177000;No;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;2;51; floor 3;150000;No;exterior
Sants-Montjuïc;la Marina de Port;needs refurb;Flat;3;86;mezzanine;200000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Penthouse;3;69; floor 9;435000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;2;59; floor 1;198000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;5;110; floor 7;540000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Penthouse;3;69; floor 8;430000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;3;70; floor 5;415000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;3;73; floor 3;375000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;130; floor 6;480000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;2;80; floor 5;455000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;4;140; floor 1;790000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;2;95; floor 3;340000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;3;130; floor 2;450000;No;exterior
Eixample;la Sagrada Família;needs refurb;Flat;4;80; floor 1;325000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;145; floor 3;790000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;145; floor 3;790000;Yes;exterior
Nou Barris;Porta;needs refurb;Flat;3;55; floor 4;189000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;5;113; floor 5;460000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;4;89; floor 7;385000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;3;50; floor 1;184000;No;exterior
Sants-Montjuïc;Hostafrancs;needs refurb;Flat;2;72; floor 1;174000;No;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;3;52; floor 3;228000;No;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;95; floor 1;410000;Yes;interior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;7;200; floor 1;680000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Semi-detached;3;77;Multiple;365000;No;exterior
Nou Barris;Canyelles;needs refurb;Flat;1;51;ground floor;118000;Yes;exterior
Les Corts;les Corts;needs refurb;Flat;2;49; floor 2;210000;Yes;exterior
Nou Barris;la Prosperitat;needs refurb;Flat;2;53;ground floor;49000;No;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;55; floor 3;215000;No;exterior
Sants-Montjuïc;la Marina de Port;needs refurb;Flat;3;77; floor 5;224000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;2;74; floor 1;349000;No;exterior
Horta-Guinardó;Horta;needs refurb;Detached;5;161;Multiple;490000;No;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;4;95; floor 4;280000;Yes;interior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;1;77; floor 1;250000;No;exterior
Les Corts;Pedralbes;needs refurb;Penthouse;3;74; floor 8;435000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Duplex;7;387; floor 4;1850000;Yes;exterior
Les Corts;les Corts;needs refurb;Flat;3;70; floor 3;395000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Terraced;5;172;Multiple;695000;No;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;159; floor 1;530000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;152; floor 1;575000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;291; floor 2;1190000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;3;131; floor 6;619000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;140; floor 4;620000;Yes;exterior
Sant Martí;el Besòs i el Maresme;needs refurb;Flat;4;79; floor 4;195000;Yes;exterior
Sants-Montjuïc;la Marina de Port;needs refurb;Flat;4;131; floor 1;315000;Yes;exterior
Sant Martí;el Clot;needs refurb;Flat;2;78; floor 3;185000;No;exterior
Gràcia;Vallcarca i els Penitents;needs refurb;Flat;2;108;ground floor;195000;Yes;interior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;4;93; floor 2;370000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;3;85; floor 4;275000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;247; floor 2;1250000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;71; floor 3;175000;No;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;5;110; floor 3;350000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;90; floor 3;415000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;90; floor 3;415000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;2;60; floor 3;315000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;2;60; floor 3;315000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;2;60; floor 3;315000;Yes;exterior
Sant Martí;el Parc i la Llacuna del Poblenou;needs refurb;Flat;4;100; floor 2;420000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;100; floor 4;395000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;100; floor 4;395000;Yes;exterior
Sants-Montjuïc;Sants - Badal;needs refurb;Flat;4;73;ground floor;95000;No;interior
Sarrià-Sant Gervasi;Sarrià;needs refurb;House;5;500;Multiple;1150000;No;exterior
Les Corts;les Corts;needs refurb;Flat;3;87; floor 1;360000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;6;339; floor 1;1350000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Detached;10;327;Multiple;2450000;No;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;4;225; floor 7;1350000;Yes;exterior
Horta-Guinardó;la Font d'en Fargues;needs refurb;Flat;3;88; floor 3;285000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;1;83; floor 5;460000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;6;338; floor 5;1380000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Duplex;5;250; floor 1;1100000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Penthouse;4;93; floor 6;460000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;372; floor 4;1880000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;3;76; floor 4;325000;No;exterior
Sant Martí;la Verneda i la Pau;needs refurb;Flat;3;72; floor 2;165000;Yes;exterior
Sant Martí;el Parc i la Llacuna del Poblenou;needs refurb;Flat;4;70; floor 3;290000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;65; floor 5;185000;No;interior
Eixample;la Dreta de l'Eixample;needs refurb;Penthouse;2;135; floor 9;650000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;2;70;mezzanine;190000;Yes;interior
Horta-Guinardó;el Baix Guinardó;needs refurb;Flat;3;89; floor 2;280000;Yes;interior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;5;132;ground floor;330000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;144; floor 2;520000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;160; floor 2;980000;Yes;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;70; floor 2;380000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;76; floor 7;335000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Penthouse;4;183; floor 7;1070000;Yes;exterior
Sant Andreu;el Congrés i els Indians;needs refurb;Flat;3;88; floor 3;230000;Yes;exterior
Nou Barris;Porta;needs refurb;Flat;3;68; floor 5;198000;Yes;exterior
Sant Martí;el Clot;needs refurb;Flat;3;60; floor 5;245000;Yes;interior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;67; floor 3;219000;No;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;63; floor 4;198000;No;exterior
Sant Andreu;Sant Andreu;needs refurb;Flat;3;66; floor 1;195000;No;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;4;67; floor 2;195000;No;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;93; floor 2;390000;Yes;exterior
Ciutat Vella;la Barceloneta;needs refurb;Flat;1;36; floor 3;135000;No;exterior
Gràcia;el Coll;needs refurb;Flat;4;68; floor 1;190000;No;exterior
Les Corts;Pedralbes;needs refurb;Flat;3;63; floor 6;415000;Yes;exterior
Sants-Montjuïc;la Font de la Guatlla;needs refurb;Flat;3;76; floor 6;360000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;3;66;mezzanine;210000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;3;50; floor 4;210000;Yes;interior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;75; floor 2;195000;Yes;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;89; floor 2;480000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;3;85; floor 1;379000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;168; floor 2;640000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;129; floor 1;419000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;4;79; floor 6;255000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;6;258; floor 3;1100000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;1;68; floor 3;280000;No;exterior
Ciutat Vella;el Raval;needs refurb;Flat;1;42; floor 2;112000;No;interior
Sant Andreu;el Congrés i els Indians;needs refurb;Flat;3;59; floor 4;189000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;5;150; floor 5;540000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;115;mezzanine;550000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;2;85;ground floor;185000;No;interior
Eixample;la Sagrada Família;needs refurb;Flat;4;75; floor 2;325000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;2;150;mezzanine;900000;No;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;137; floor 1;480000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;6;159; floor 5;928800;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;5;135; floor 2;450000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;1;50; floor 1;210000;No;interior
Eixample;el Fort Pienc;needs refurb;Flat;3;89; floor 2;275000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;3;70; floor 3;258000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;3;67; floor 7;252000;Yes;exterior
Sant Martí;el Poblenou;needs refurb;Flat;2;56; floor 2;160000;No;exterior
Horta-Guinardó;Horta;needs refurb;Semi-detached;2;100;Multiple;250000;No;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;114; floor 2;460000;Yes;exterior
Sant Martí;el Clot;needs refurb;Flat;4;69; floor 1;279000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;5;126; floor 2;480000;Yes;exterior
Gràcia;el Coll;needs refurb;Penthouse;2;105; floor 3;470000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;3;92;ground floor;290000;Yes;exterior
